date_time,total_km
2014-11-15 20:33:48,2870
2014-11-15 23:53:20,2870
2014-11-16 23:07:01,2870
2014-11-18 06:01:28,2888
2014-11-19 21:33:12,2888
2014-11-20 18:55:08,2894
2014-11-21 15:22:37,2894
2014-11-21 18:21:39,2894
