date_time,count
2014-11-15 22:26:11,13202
2014-11-16 00:09:49,13202
2014-11-19 21:35:22,13202
2014-11-20 19:01:06,13208
2014-11-21 15:28:32,13208
2014-11-21 18:27:44,13216
